test_index,n_atoms,masked_atoms,base_prediction,cli_prediction,prediction_abs_diff,saliency_change,ig_change,random_change_mean,saliency_wins_random,ig_wins_random
207,19,4,1.325462818145752,1.3254627,1.1814575184843079e-07,0.5909833908081055,0.14500176906585693,0.2976874977350235,True,False
375,13,3,0.6783936023712158,0.6783936,2.3712157792843414e-09,0.19788217544555664,0.20018279552459717,0.16927269697189332,True,True
489,25,5,0.9607671499252319,0.96076715,7.476808061568363e-11,0.38233351707458496,0.9274388551712036,0.17771921455860137,True,True
408,35,7,1.6150133609771729,1.6150132,1.6097717292495872e-07,0.268579363822937,0.18332242965698242,0.3738765180110931,False,False
439,17,4,1.0313165187835693,1.0313166,8.121643069181061e-08,0.18558478355407715,0.5518894195556641,0.22364190518856047,False,True
346,21,5,1.3068888187408447,1.3068889,8.125915518242266e-08,0.6287620067596436,0.19909584522247314,0.24722594022750854,True,False
288,23,5,1.375883936882019,1.3758837,2.3688201911120643e-07,0.051300048828125,0.414042592048645,0.2299771398305893,False,True
345,19,4,0.6586211323738098,0.65862113,2.373809815381378e-09,0.16844087839126587,0.3805825114250183,0.29597640335559844,False,True
491,23,5,2.115838050842285,2.115838,5.084228504870225e-08,0.6381994485855103,0.3970935344696045,0.41121243238449096,True,False
39,29,6,0.9390089511871338,0.93900883,1.2118713377251566e-07,0.04956543445587158,0.6293938159942627,0.20301291048526765,False,True
506,25,5,1.994359016418457,1.9943589,1.1641845709675636e-07,0.3561824560165405,0.22930622100830078,0.6496525317430496,False,False
119,29,6,1.984924077987671,1.9849241,2.2012329070619785e-08,0.7177026271820068,0.4626915454864502,0.8034043580293655,False,False
27,23,5,0.7105919718742371,0.7105919,7.187423700649731e-08,0.5197432637214661,0.7749316096305847,0.1628214180469513,True,True
298,24,5,1.2581913471221924,1.2581912,1.4712219242873914e-07,0.18855881690979004,0.6301445960998535,0.16989391148090363,True,True
174,20,4,0.7893400192260742,0.78934,1.9226074177147723e-08,0.027455270290374756,0.10207360982894897,0.05979939997196197,False,True
248,20,4,1.4143731594085693,1.4143732,4.059143066115212e-08,0.4566495418548584,0.289767861366272,0.33115401268005373,True,False
451,17,4,1.7131054401397705,1.7131054,4.013977061845253e-08,0.23661839962005615,0.5502820014953613,0.2776399105787277,False,True
503,15,3,0.4918598532676697,0.49185973,1.2326766968273617e-07,0.26460254192352295,0.19988131523132324,0.2097639858722687,True,False
384,32,7,1.703575849533081,1.7035758,4.953308097022102e-08,0.23462677001953125,0.09962034225463867,0.29742632508277894,False,False
157,20,4,0.6578963994979858,0.6578964,5.020142079814605e-10,0.0827111005783081,0.13931995630264282,0.34425564408302306,False,False
397,19,4,0.8239009380340576,0.8239009,3.803405757007994e-08,1.0575735569000244,1.0906227827072144,0.2116847425699234,True,True
321,16,4,0.538977324962616,0.5389773,2.4962615974288838e-08,0.4909135699272156,0.7592121958732605,0.34234324395656585,True,True
120,22,5,0.5948036313056946,0.59480363,1.3056945524780872e-09,1.1743670105934143,0.8393338322639465,0.2747392445802689,True,True
18,22,5,1.8167117834091187,1.8167118,1.6590881335432073e-08,0.7809876203536987,0.055600881576538086,0.46168396472930906,True,False
431,28,6,2.5439791679382324,2.5439792,3.206176746317624e-08,0.9492110013961792,1.0860522985458374,0.9561803281307221,False,True
505,19,4,0.7886594533920288,0.7886596,1.4660797120757962e-07,0.9274605512619019,0.7811561822891235,0.2206634134054184,True,True
529,24,5,1.2857955694198608,1.2857955,6.941986074870954e-08,0.3055225610733032,0.13556361198425293,0.19617408514022827,True,False
333,26,6,1.67830228805542,1.6783023,1.1944579991762794e-08,0.05894589424133301,0.2962770462036133,0.49514172971248627,False,False
507,18,4,0.4155315160751343,0.41553152,3.92486571021422e-09,0.37845778465270996,0.30707353353500366,0.22768894135951995,True,True
54,14,3,0.586732029914856,0.586732,2.991485592573895e-08,0.672294020652771,0.15140730142593384,0.27253066301345824,True,False
562,27,6,1.0503103733062744,1.0503104,2.669372567432049e-08,0.5686872005462646,0.727855920791626,0.17869457900524138,True,True
92,15,3,0.9520612955093384,0.95206136,6.449066158875638e-08,0.9475582838058472,0.9475582838058472,0.25916694700717924,True,True
74,29,6,0.7500535845756531,0.7500535,8.457565303654491e-08,0.7685763239860535,0.8104779124259949,0.2872068643569946,True,True
192,25,5,1.422429084777832,1.4224291,1.5222167970563305e-08,0.02996683120727539,0.24733126163482666,0.17073242664337157,False,True
497,21,5,0.8973720073699951,0.897372,7.369995169703714e-09,0.038013458251953125,0.27250170707702637,0.11708384454250335,False,True
472,20,4,0.5167357325553894,0.5167357,3.2555389384292255e-08,0.3125595450401306,0.571480929851532,0.2515932559967041,True,True
311,23,5,1.9716886281967163,1.9716886,2.8196716295170177e-08,0.6559594869613647,0.02900826930999756,0.45644794702529906,True,False
33,18,4,0.5838156938552856,0.5838156,9.385528565442058e-08,0.28429752588272095,0.30117833614349365,0.30596005022525785,False,False
5,26,6,1.0110411643981934,1.0110412,3.5601806613883014e-08,0.5774486064910889,1.0034079551696777,0.17430735528469085,True,True
465,22,5,1.0461738109588623,1.0461737,1.1095886232048713e-07,1.1218986511230469,1.0932557582855225,0.3008588761091232,True,True
75,18,4,2.1187877655029297,2.1187878,3.449707053349016e-08,0.49950993061065674,0.7744392156600952,0.539708924293518,False,True
162,23,5,1.8273919820785522,1.8273919,8.207855217712279e-08,0.44465887546539307,0.027695775032043457,0.39494580030441284,True,False
390,23,5,1.3888715505599976,1.3888714,1.5055999758040173e-07,0.23664498329162598,0.5702213048934937,0.24199602603912354,False,True
373,24,5,1.3495087623596191,1.3495089,1.3764038087060726e-07,0.03495585918426514,0.3766317367553711,0.22561661005020142,False,True
543,22,5,2.1007726192474365,2.1007726,1.9247436533476048e-08,0.7249068021774292,1.2360553741455078,0.672546660900116,True,True
242,18,4,1.9931061267852783,1.9931061,2.678527821764476e-08,0.13785171508789062,0.3121778964996338,0.5107542991638183,False,False
347,18,4,0.9881258606910706,0.9881259,3.9308929444814567e-08,0.3824480175971985,0.6140459179878235,0.131843301653862,True,True
304,19,4,1.2306793928146362,1.2306796,2.0718536375419205e-07,0.7687164545059204,0.5298734903335571,0.28240351676940917,True,True
574,25,5,1.3877389430999756,1.387739,5.690002446989695e-08,0.014417409896850586,0.41166234016418457,0.20312370657920836,False,True
492,19,4,1.3870353698730469,1.3870353,6.987304690397877e-08,0.34223246574401855,0.24178099632263184,0.32002550959587095,True,False
59,17,4,0.8434239029884338,0.843424,9.701156611363615e-08,0.5348268151283264,1.04535311460495,0.12085617184638978,True,True
278,15,3,0.8377412557601929,0.83774126,4.239807172012888e-09,0.9524033069610596,0.7912322282791138,0.2785873651504517,True,True
79,19,4,0.6104794144630432,0.61047935,6.44630432367066e-08,0.916226327419281,0.8728851675987244,0.22799913585186005,True,True
239,15,3,0.6285229921340942,0.628523,7.865905815584995e-09,0.29105156660079956,0.29370272159576416,0.21714542508125306,True,True
405,21,5,0.8280898332595825,0.82808983,3.259582492809443e-09,0.37881290912628174,1.2247148752212524,0.31421137750148775,True,True
416,26,6,1.1625652313232422,1.1625654,1.6867675789455916e-07,0.5291534662246704,0.7928125858306885,0.12914792597293853,True,True
501,22,5,1.9908660650253296,1.9908662,1.3497467032941302e-07,0.16170942783355713,0.12065422534942627,0.24159286618232728,False,False
417,23,5,1.968524694442749,1.9685247,5.557250881693676e-09,0.014244318008422852,0.3793220520019531,0.47844803929328916,False,False
545,28,6,0.8339760303497314,0.83397585,1.8034973148228772e-07,0.8867666721343994,1.0151219367980957,0.13029294908046724,True,True
2,30,6,2.231053590774536,2.2310536,9.225463948325796e-09,0.7594733238220215,0.7943145036697388,0.8541878283023834,False,False
429,29,6,1.5496588945388794,1.5496589,5.4611206667942724e-09,0.009905219078063965,0.238913893699646,0.246104097366333,False,False
58,19,4,0.5638834238052368,0.5638834,2.380523678180424e-08,0.36370915174484253,0.46240782737731934,0.14092776477336882,True,True
279,24,5,2.1716861724853516,2.1716862,2.7514648337501058e-08,0.40064191818237305,0.535872220993042,0.3554021716117859,True,True
40,15,3,0.9300176501274109,0.93001753,1.2012741090750012e-07,0.6696875691413879,0.8403741717338562,0.19088291227817536,True,True
98,25,5,1.207120656967163,1.2071205,1.5696716304525182e-07,0.014557242393493652,0.898749589920044,0.17744225561618804,False,True
255,28,6,1.5599974393844604,1.5599971,3.393844605348306e-07,0.13672316074371338,0.10794222354888916,0.3616041332483292,False,False
460,34,7,1.532812237739563,1.5328121,1.3773956308860136e-07,0.24571824073791504,0.2802923917770386,0.1639068007469177,True,True
178,25,5,0.7402675151824951,0.7402675,1.5182495149979047e-08,0.2546321749687195,0.43250560760498047,0.21408282816410065,True,True
43,20,4,1.6081550121307373,1.608155,1.2130737303550632e-08,0.09999823570251465,0.49898838996887207,0.251660680770874,False,True
159,37,8,1.9108221530914307,1.910822,1.5309143064357045e-07,0.8074666261672974,0.4993741512298584,0.5555298417806626,True,False
109,21,5,0.7703113555908203,0.7703113,5.5590820280393416e-08,0.9326684474945068,1.2063751220703125,0.36290010809898376,True,True
415,15,3,0.6384045481681824,0.6384045,4.8168182331664866e-08,0.8378933072090149,0.9193177819252014,0.2563465595245361,True,True
113,39,8,1.418081283569336,1.418081,2.8356933601259016e-07,0.34236156940460205,0.12841379642486572,0.2450144112110138,True,False
110,23,5,0.8704386353492737,0.8704386,3.534927373038954e-08,0.05386155843734741,0.4460274577140808,0.16360976099967955,False,True
287,17,4,1.3959424495697021,1.3959426,1.5043029777395134e-07,0.031462788581848145,0.5785479545593262,0.3935346305370331,False,True
227,27,6,2.2907891273498535,2.2907894,2.726501464600517e-07,0.650184154510498,0.41628408432006836,0.5194798111915588,True,False
131,22,5,0.6428262591362,0.64282626,8.638000315031036e-10,0.5568276047706604,0.7071464657783508,0.4162978380918503,True,True
